flight_id,date_id,flight_number,route_id,origin_airport,destination_airport,aircraft_id,captain_id,first_officer_id,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,departure_delay_minutes,arrival_delay_minutes,delay_reason_id,cancelled,cancellation_reason_id,diverted,distance_miles,scheduled_block_minutes,taxi_out_minutes,taxi_in_minutes,aircraft_capacity,seats_sold,load_factor,base_fare_avg_usd
52915,20250123,DL2409,260,ORD,JFK,51,453,643,2025-01-23 14:30:00,2025-01-23 16:34:44.053723,2025-01-23 14:32:56.498638,2025-01-23 16:41:43.299567,2.9,7.0,0,False,,False,738,124.7,15.7,12.8,150,105,0.7,126.97
52916,20250123,DL3415,133,IAH,ATL,137,326,160,2025-01-23 21:45:00,2025-01-23 23:37:41.784675,2025-01-23 21:44:14.097729,2025-01-23 23:37:31.204925,-0.8,-0.2,0,False,,False,688,112.7,14.4,8.5,76,67,0.882,131.01
52917,20250123,DL3419,195,LAX,ORD,18,370,348,2025-01-23 08:20:00,2025-01-23 12:27:49.455169,2025-01-23 08:26:12.340258,2025-01-23 12:30:51.138234,6.2,3.0,5,False,,False,1741,247.8,10.9,9.8,130,81,0.623,230.24
52918,20250123,DL2205,74,DEN,SLC,40,162,413,2025-01-23 18:10:00,2025-01-23 19:30:44.142823,2025-01-23 18:36:34.564950,2025-01-23 19:46:42.081200,26.6,16.0,3,False,,False,390,80.7,16.8,13.1,126,104,0.825,106.82
52919,20250123,DL3122,31,AUS,DTW,100,266,679,2025-01-23 11:15:00,2025-01-23 14:10:30.850827,2025-01-23 11:37:48.437579,2025-01-23 14:20:36.382886,22.8,10.1,3,False,,False,1148,175.5,11.7,14.1,160,146,0.912,173.83
52920,20250123,DL4048,20,ATL,ORD,3,143,441,2025-01-23 16:50:00,2025-01-23 18:29:23.683723,2025-01-23 17:50:37.212633,2025-01-23 19:26:06.766590,60.6,56.7,1,False,,False,606,99.4,12.2,8.1,109,82,0.752,134.13
52921,20250123,DL3420,195,LAX,ORD,93,683,606,2025-01-23 21:10:00,2025-01-24 01:22:11.310692,2025-01-23 22:17:35.385909,2025-01-24 02:38:15.757812,67.6,76.1,1,False,,False,1741,252.2,16.5,8.6,160,125,0.781,245.47
52922,20250123,DL2231,363,SLC,SFO,39,516,25,2025-01-23 11:30:00,2025-01-23 13:20:57.501092,2025-01-23 11:30:08.672849,2025-01-23 13:35:49.080093,0.1,14.9,0,False,,False,598,111.0,22.2,10.8,126,81,0.643,109.57
52923,20250123,DL2954,355,SLC,MSP,111,489,170,2025-01-23 16:45:00,2025-01-23 19:21:09.077343,2025-01-23 17:27:34.883294,2025-01-23 19:55:27.528207,42.6,34.3,5,False,,False,989,156.2,15.7,11.5,178,140,0.787,171.84
52924,20250123,DL2789,322,SEA,PHL,123,595,816,2025-01-23 14:30:00,2025-01-23 20:05:17.005012,2025-01-23 15:04:48.919726,2025-01-23 20:43:04.105973,34.8,37.8,5,False,,False,2372,335.3,17.3,8.6,180,147,0.817,341.51
52925,20250123,DL2239,105,DTW,PHX,90,520,766,2025-01-23 06:25:00,2025-01-23 10:24:06.839967,,,,,0,True,3,False,1668,239.1,14.6,6.9,160,0,,239.13
52926,20250123,DL2265,106,DTW,RDU,142,630,177,2025-01-23 17:30:00,2025-01-23 18:58:34.963839,2025-01-23 17:48:23.892641,2025-01-23 19:17:15.194197,18.4,18.7,1,False,,False,501,88.6,16.0,7.2,76,55,0.724,107.86
52927,20250123,DL1587,131,IAD,SEA,68,402,788,2025-01-23 16:20:00,2025-01-23 21:53:52.089081,2025-01-23 16:20:44.910706,2025-01-23 21:52:26.397250,0.7,-1.4,0,False,,False,2300,333.9,22.4,11.5,192,145,0.755,335.4
52928,20250123,DL4373,64,DCA,LAX,108,239,733,2025-01-23 06:30:00,2025-01-23 11:56:24.759528,2025-01-23 07:04:47.312087,2025-01-23 12:30:10.168426,34.8,33.8,1,False,,False,2306,326.4,19.0,6.6,178,139,0.781,332.12
52929,20250123,DL3035,357,SLC,PDX,165,639,297,2025-01-23 11:50:00,2025-01-23 13:33:42.745532,,,,,0,True,1,False,628,103.7,13.0,8.8,76,0,,121.92
52930,20250123,DL2122,335,SFO,SLC,20,162,359,2025-01-23 14:30:00,2025-01-23 16:14:38.217422,2025-01-23 15:19:29.121381,2025-01-23 17:17:53.375141,49.5,63.3,5,False,,False,598,104.6,19.3,7.3,130,88,0.677,115.88
52931,20250123,DL1883,221,MIA,ATL,19,757,51,2025-01-23 07:20:00,2025-01-23 09:03:00.914590,2025-01-23 07:19:41.972513,2025-01-23 08:59:55.623829,-0.3,-3.1,0,False,,False,596,103.0,16.9,8.3,130,88,0.677,114.58
52932,20250123,DL1604,82,DFW,SLC,16,494,733,2025-01-23 06:30:00,2025-01-23 09:02:45.088641,2025-01-23 06:25:00,2025-01-23 09:02:25.247441,-5,-0.3,0,False,,False,988,152.8,16.8,7.1,130,106,0.815,163.82
52933,20250123,DL3164,158,JFK,MSP,67,349,593,2025-01-23 11:35:00,2025-01-23 14:17:59.576731,2025-01-23 12:18:39.452247,2025-01-23 15:01:23.586840,43.7,43.4,3,False,,False,1026,163.0,17.1,12.1,192,156,0.812,163.32
52934,20250123,DL2300,293,SAN,ATL,119,239,518,2025-01-23 17:05:00,2025-01-23 21:35:33.880192,2025-01-23 17:03:05.030596,2025-01-23 21:33:56.884946,-1.9,-1.6,0,False,,False,1888,270.6,14.2,10.1,180,142,0.789,293.96
52935,20250123,DL1884,221,MIA,ATL,143,257,729,2025-01-23 12:15:00,2025-01-23 13:59:14.182986,2025-01-23 12:49:18.324007,2025-01-23 14:29:14.968448,34.3,30.0,1,False,,False,596,104.2,20.9,5.6,76,65,0.855,129.84
52936,20250123,DL2403,65,DCA,MSP,110,479,593,2025-01-23 06:50:00,2025-01-23 09:12:30.205000,2025-01-23 07:00:06.017371,2025-01-23 09:25:12.057220,10.1,12.7,5,False,,False,929,142.5,13.4,8.0,178,130,0.73,171.89
52937,20250123,DL2275,193,LAX,MIA,106,516,51,2025-01-23 16:30:00,2025-01-23 21:59:52.438543,2025-01-23 17:15:03.555039,2025-01-23 22:33:26.759415,45.1,33.6,2,False,,False,2338,329.9,16.5,8.4,178,126,0.708,330.22
52938,20250123,DL3132,59,CVG,SLC,83,14,844,2025-01-23 07:40:00,2025-01-23 11:13:19.909802,2025-01-23 07:35:00,2025-01-23 11:04:13.717566,-5,-9.1,0,False,,False,1446,213.3,15.1,9.6,192,136,0.708,231.19
52939,20250123,DL3574,302,SEA,BOS,102,162,31,2025-01-23 21:40:00,2025-01-24 03:31:22.419609,2025-01-23 21:35:00,2025-01-24 03:28:11.288141,-5,-3.2,0,False,,False,2489,351.4,21.1,5.6,178,140,0.787,332.39
52940,20250123,DL1561,284,PHX,SEA,79,174,47,2025-01-23 17:35:00,2025-01-23 20:32:29.919698,2025-01-23 17:32:15.914312,2025-01-23 20:27:47.004836,-2.7,-4.7,0,False,,False,1107,177.5,26.4,6.7,192,160,0.833,177.76
52941,20250123,DL3824,12,ATL,IAH,135,684,816,2025-01-23 06:30:00,2025-01-23 08:22:36.701552,2025-01-23 06:56:47.933432,2025-01-23 08:47:56.209955,26.8,25.3,5,False,,False,688,112.6,13.7,9.2,76,57,0.75,143.92
52942,20250124,DL3300,332,SFO,LAX,31,377,393,2025-01-24 16:45:00,2025-01-24 17:51:29.214087,2025-01-24 17:17:12.950806,2025-01-24 18:15:33.351430,32.2,24.1,2,False,,False,338,66.5,14.2,8.2,126,111,0.881,84.2
52943,20250124,DL3582,80,DFW,MSP,60,14,808,2025-01-24 19:30:00,2025-01-24 21:48:51.723367,2025-01-24 20:26:42.208180,2025-01-24 22:34:15.933542,56.7,45.4,2,False,,False,853,138.9,21.5,6.1,150,99,0.66,136.18
52944,20250124,DL2671,338,SLC,BOS,130,695,752,2025-01-24 16:00:00,2025-01-24 21:00:45.022663,2025-01-24 15:59:06.552957,2025-01-24 21:17:47.173433,-0.9,17.0,0,False,,False,2100,300.8,17.8,9.0,211,161,0.763,265.38
52945,20250124,DL3401,288,RDU,JFK,7,631,550,2025-01-24 21:30:00,2025-01-24 22:49:17.898377,2025-01-24 21:29:54.757683,2025-01-24 22:54:02.596451,-0.1,4.7,0,False,,False,427,79.3,15.2,8.4,109,78,0.716,112.98
52946,20250124,DL3747,282,PHX,LAX,164,754,393,2025-01-24 17:55:00,2025-01-24 19:11:55.545294,2025-01-24 18:01:58.593427,2025-01-24 19:07:54.932342,7.0,-4.0,2,False,,False,369,76.9,15.7,13.1,76,59,0.776,95.52
52947,20250124,DL1957,290,RDU,MSP,104,356,796,2025-01-24 21:10:00,2025-01-24 23:46:32.268506,2025-01-24 21:07:08.753378,2025-01-24 23:46:00.824780,-2.9,-0.5,0,False,,False,980,156.5,17.4,11.3,178,136,0.764,171.05
52948,20250124,DL3773,234,MSP,DCA,107,489,1,2025-01-24 21:10:00,2025-01-24 23:37:47.554198,,,,,0,True,2,False,929,147.8,16.7,9.9,178,0,,164.81
52949,20250124,DL3972,250,MSP,PHL,85,818,681,2025-01-24 16:35:00,2025-01-24 19:06:39.045373,2025-01-24 16:37:39.199698,2025-01-24 19:04:04.106140,2.7,-2.6,0,False,,False,978,151.7,18.1,6.0,160,103,0.644,167.41
52950,20250124,DL2279,36,AUS,SLC,79,402,84,2025-01-24 19:10:00,2025-01-24 21:54:20.693148,2025-01-24 19:30:24.476472,2025-01-24 22:25:07.784917,20.4,30.8,2,False,,False,1085,164.3,17.1,5.8,192,142,0.74,175.17
52951,20250124,DL2513,99,DTW,MCO,82,848,685,2025-01-24 07:10:00,2025-01-24 09:37:13.836688,2025-01-24 07:11:27.384769,2025-01-24 09:39:08.877300,1.5,1.9,0,False,,False,959,147.2,13.3,8.8,192,162,0.844,157.55
52952,20250124,DL3065,165,JFK,SEA,82,174,510,2025-01-24 18:10:00,2025-01-24 23:57:41.114486,2025-01-24 19:14:03.181567,2025-01-25 00:52:50.206315,64.1,55.2,5,False,,False,2415,347.7,22.0,10.6,192,150,0.781,342.64
52953,20250124,DL1974,98,DTW,LGA,7,242,518,2025-01-24 16:40:00,2025-01-24 18:18:20.360162,2025-01-24 16:40:26.467017,2025-01-24 18:16:59.842880,0.4,-1.3,0,False,,False,500,98.3,24.2,9.0,109,90,0.826,110.66
52954,20250124,DL2016,123,HNL,MSP,104,717,268,2025-01-24 14:05:00,2025-01-24 23:11:06.908211,2025-01-24 16:36:24.691124,2025-01-25 01:41:54.694857,151.4,150.8,4,False,,False,3967,546.1,20.1,8.5,178,128,0.719,510.81
52955,20250124,DL2549,69,DEN,DTW,88,585,313,2025-01-24 06:15:00,2025-01-24 09:14:27.821321,2025-01-24 06:15:24.453913,2025-01-24 09:15:46.111057,0.4,1.3,0,False,,False,1120,179.5,26.2,7.2,160,116,0.725,177.55
52956,20250124,DL3602,366,TPA,DTW,57,630,77,2025-01-24 20:20:00,2025-01-24 22:50:25.259327,2025-01-24 20:32:06.120613,2025-01-24 22:55:50.771957,12.1,5.4,2,False,,False,985,150.4,15.6,6.3,150,92,0.613,179.34
52957,20250124,DL3123,31,AUS,DTW,23,230,676,2025-01-24 09:15:00,2025-01-24 12:14:14.028504,2025-01-24 09:17:17.894179,2025-01-24 12:10:10.660970,2.3,-4.1,0,False,,False,1148,179.2,17.5,12.0,130,104,0.8,192.49
52958,20250124,DL2776,118,FLL,SLC,128,529,192,2025-01-24 07:40:00,2025-01-24 12:36:17.938537,2025-01-24 07:37:22.264071,2025-01-24 12:32:18.370809,-2.6,-4.0,0,False,,False,2081,296.3,16.4,8.5,211,161,0.763,286.46
52959,20250124,DL4170,112,FLL,ATL,61,257,2,2025-01-24 19:05:00,2025-01-24 20:50:06.583485,2025-01-24 19:09:17.988143,2025-01-24 20:55:26.069977,4.3,5.3,0,False,,False,582,105.1,15.1,14.1,150,115,0.767,111.61
52960,20250124,DL3564,91,DTW,FLL,109,717,31,2025-01-24 14:20:00,2025-01-24 17:11:51.962248,2025-01-24 14:17:15.931358,2025-01-24 17:22:33.899381,-2.7,10.7,0,False,,False,1130,171.9,15.0,9.4,178,138,0.775,190.93
52961,20250124,DL2617,361,SLC,SAN,20,326,473,2025-01-24 19:20:00,2025-01-24 21:07:22.726475,2025-01-24 19:22:42.719324,2025-01-24 21:13:04.371490,2.7,5.7,0,False,,False,627,107.4,19.6,6.0,130,125,0.962,133.35
52962,20250124,DL1547,209,LGA,LAX,108,369,197,2025-01-24 08:45:00,2025-01-24 14:33:17.421043,2025-01-24 08:40:00,2025-01-24 14:34:55.417156,-5,1.6,0,False,,False,2464,348.3,19.6,7.3,178,151,0.848,339.32
52963,20250124,DL3276,244,MSP,LAX,99,256,592,2025-01-24 13:20:00,2025-01-24 17:10:32.841434,,,,,0,True,2,False,1533,230.5,21.6,9.0,160,0,,236.22
52964,20250124,DL3348,333,SFO,MSP,110,489,424,2025-01-24 06:45:00,2025-01-24 10:43:02.284928,2025-01-24 06:40:27.485537,2025-01-24 10:41:14.880183,-4.5,-1.8,0,False,,False,1586,238.0,21.7,9.5,178,131,0.736,236.57
52965,20250124,DL3928,44,BOS,SEA,124,543,660,2025-01-24 18:50:00,2025-01-25 00:39:30.154855,2025-01-24 19:11:08.220686,2025-01-25 01:05:12.851040,21.1,25.7,5,False,,False,2489,349.5,14.7,10.2,180,133,0.739,313.34
52966,20250124,DL3759,271,PDX,SLC,31,326,592,2025-01-24 14:30:00,2025-01-24 16:15:01.629511,2025-01-24 14:29:31.122494,2025-01-24 16:03:22.348389,-0.5,-11.7,0,False,,False,628,105.0,16.4,6.7,126,105,0.833,137.17
52967,20250124,DL4013,303,SEA,CLT,116,242,160,2025-01-24 08:30:00,2025-01-24 13:58:52.510916,2025-01-24 08:50:23.053127,2025-01-24 14:25:42.683731,20.4,26.8,3,False,,False,2274,328.9,20.4,11.8,180,149,0.828,292.05
52968,20250124,DL3978,259,ORD,DTW,153,503,79,2025-01-24 20:55:00,2025-01-24 21:52:16.068353,2025-01-24 21:04:17.925780,2025-01-24 22:00:44.961656,9.3,8.5,1,False,,False,234,57.3,17.4,9.3,76,58,0.763,77.28
52969,20250124,DL1853,108,DTW,SEA,121,266,424,2025-01-24 21:40:00,2025-01-25 02:18:02.603944,2025-01-24 23:03:22.302346,2025-01-25 03:26:18.509534,83.4,68.3,1,False,,False,1922,278.0,17.6,9.7,180,149,0.828,270.46
52970,20250124,DL3401,73,DEN,SEA,14,639,13,2025-01-24 16:15:00,2025-01-24 18:59:09.214537,2025-01-24 17:15:51.217624,2025-01-24 20:01:28.469846,60.9,62.3,2,False,,False,1022,164.2,18.7,12.2,130,104,0.8,154.24
52971,20250124,DL4415,54,CVG,DTW,44,438,43,2025-01-24 11:35:00,2025-01-24 12:31:40.683171,2025-01-24 12:45:28.133866,2025-01-24 13:41:50.388792,70.5,70.2,4,False,,False,229,56.7,16.5,10.3,150,132,0.88,83.84
52972,20250124,DL3165,158,JFK,MSP,77,604,790,2025-01-24 17:50:00,2025-01-24 20:27:20.813359,2025-01-24 19:14:30.002666,2025-01-24 21:47:51.048022,84.5,80.5,2,False,,False,1026,157.3,14.7,8.8,192,170,0.885,179.13
52973,20250124,DL2266,128,IAD,JFK,36,381,473,2025-01-24 08:10:00,2025-01-24 08:58:35.182160,2025-01-24 08:10:55.781870,2025-01-24 08:59:39.682991,0.9,1.1,0,False,,False,227,48.6,12.7,6.2,126,84,0.667,79.76
52974,20250124,DL1758,199,LAX,RDU,115,381,441,2025-01-24 20:20:00,2025-01-25 01:33:03.527825,2025-01-24 21:04:39.399864,2025-01-25 02:10:15.881434,44.7,37.2,1,False,,False,2234,313.1,14.8,6.9,180,167,0.928,308.46
52975,20250124,DL3765,276,PHL,MSP,62,580,788,2025-01-24 19:50:00,2025-01-24 22:28:25.644828,2025-01-24 19:49:35.550665,2025-01-24 22:32:04.400475,-0.4,3.6,0,False,,False,978,158.4,24.5,6.3,150,120,0.8,182.84
52976,20250124,DL2086,311,SEA,IAD,127,757,413,2025-01-24 07:00:00,2025-01-24 12:24:48.135252,2025-01-24 06:55:14.413315,2025-01-24 12:17:42.885414,-4.8,-7.1,0,False,,False,2300,324.8,12.9,11.9,211,174,0.825,313.46
52977,20250124,DL3278,258,ORD,ATL,145,450,655,2025-01-24 07:30:00,2025-01-24 09:13:00.609442,2025-01-24 07:25:00,2025-01-24 09:18:32.851383,-5,5.5,0,False,,False,606,103.0,14.1,9.9,76,61,0.803,131.3
52978,20250124,DL4272,229,MSP,ATL,82,34,751,2025-01-24 17:15:00,2025-01-24 19:30:48.195701,2025-01-24 17:19:58.915004,2025-01-24 19:58:39.316032,5.0,27.9,0,False,,False,907,135.8,11.0,6.5,192,147,0.766,145.45
52979,20250124,DL1562,284,PHX,SEA,77,594,473,2025-01-24 06:40:00,2025-01-24 09:25:00.143932,2025-01-24 07:20:22.895931,2025-01-24 10:00:24.327102,40.4,35.4,1,False,,False,1107,165.0,13.6,7.0,192,149,0.776,182.99
52980,20250124,DL3544,72,DEN,MSP,36,257,285,2025-01-24 18:35:00,2025-01-24 20:22:34.543697,2025-01-24 19:09:08.510837,2025-01-24 20:57:01.930462,34.1,34.5,5,False,,False,679,107.6,12.7,6.4,126,99,0.786,126.39
52981,20250124,DL2464,241,MSP,IAH,62,174,500,2025-01-24 09:25:00,2025-01-24 12:06:21.118980,2025-01-24 09:34:36.323156,2025-01-24 12:24:02.199192,9.6,17.7,2,False,,False,1036,161.4,18.7,7.5,150,109,0.727,164.14
52982,20250124,DL3289,224,MIA,JFK,97,428,292,2025-01-24 21:35:00,2025-01-25 00:23:51.099803,2025-01-24 21:32:15.377519,2025-01-25 00:08:51.099803,-2.7,-15,0,False,,False,1092,168.9,17.3,9.1,160,123,0.769,164.83
52983,20250124,DL3605,141,JFK,AUS,108,143,64,2025-01-24 18:10:00,2025-01-24 21:49:57.740008,,,,,0,True,1,False,1519,220.0,11.7,10.1,178,0,,236.7
52984,20250124,DL2404,65,DCA,MSP,86,684,133,2025-01-24 14:35:00,2025-01-24 17:10:41.741616,2025-01-24 14:41:48.359969,2025-01-24 17:20:27.195147,6.8,9.8,0,False,,False,929,155.7,25.0,9.6,160,131,0.819,167.96
52985,20250124,DL4181,347,SLC,IAD,129,402,120,2025-01-24 16:30:00,2025-01-24 20:53:01.071095,2025-01-24 17:43:23.088696,2025-01-24 22:01:24.222790,73.4,68.4,5,False,,False,1823,263.0,16.7,8.5,211,170,0.806,275.41
52986,20250124,DL2206,74,DEN,SLC,17,637,170,2025-01-24 17:20:00,2025-01-24 18:44:48.498170,2025-01-24 17:49:47.783527,2025-01-24 19:19:38.462537,29.8,34.8,5,False,,False,390,84.8,18.6,15.3,130,101,0.777,100.28
52987,20250124,DL3870,314,SEA,LAS,23,402,441,2025-01-24 08:40:00,2025-01-24 10:59:16.848406,2025-01-24 08:55:53.918285,2025-01-24 11:12:29.802307,15.9,13.2,2,False,,False,867,139.3,15.4,10.8,130,107,0.823,139.73
52988,20250124,DL2958,190,LAX,LAS,4,438,79,2025-01-24 14:15:00,2025-01-24 15:12:14.526190,2025-01-24 14:51:19.138969,2025-01-24 16:02:02.295813,36.3,49.8,1,False,,False,236,57.2,18.5,7.9,109,81,0.743,82.34
52989,20250124,DL2377,19,ATL,MSP,101,195,676,2025-01-24 17:40:00,2025-01-24 20:02:57.970182,2025-01-24 17:35:00,2025-01-24 19:47:57.970182,-5,-15,0,False,,False,907,143.0,17.0,7.7,178,150,0.843,160.98
52990,20250124,DL4377,217,MCO,LAX,69,14,231,2025-01-24 16:50:00,2025-01-24 22:10:17.261857,2025-01-24 17:21:21.994988,2025-01-24 22:38:58.747164,31.4,28.7,1,False,,False,2214,320.3,20.4,11.1,192,117,0.609,282.62
52991,20250124,DL1834,78,DFW,JFK,101,333,652,2025-01-24 19:50:00,2025-01-24 23:14:59.515471,,,,,0,True,1,False,1389,205.0,15.0,8.9,178,0,,227.65
52992,20250124,DL4342,15,ATL,LAX,84,684,13,2025-01-24 14:10:00,2025-01-24 18:47:45.212324,2025-01-24 15:16:10.687036,2025-01-24 19:59:53.689485,66.2,72.1,3,False,,False,1942,277.8,16.7,7.7,192,157,0.818,279.38
52993,20250124,DL2770,285,PHX,SLC,35,205,197,2025-01-24 13:30:00,2025-01-24 15:00:19.074943,2025-01-24 13:33:46.389946,2025-01-24 15:15:02.071587,3.8,14.7,0,False,,False,508,90.3,12.6,11.4,126,101,0.802,118.52
52994,20250124,DL3979,259,ORD,DTW,64,349,43,2025-01-24 19:20:00,2025-01-24 20:21:12.953801,2025-01-24 19:18:07.951897,2025-01-24 20:08:29.049293,-1.9,-12.7,0,False,,False,234,61.2,22.8,7.9,150,109,0.727,83.05
52995,20250124,DL2405,65,DCA,MSP,80,757,25,2025-01-24 07:00:00,2025-01-24 09:26:29.082774,2025-01-24 08:03:02.914531,2025-01-24 10:36:39.050076,63.0,70.2,1,False,,False,929,146.5,17.9,7.4,192,122,0.635,159.95
52996,20250124,DL4143,286,RDU,ATL,9,683,431,2025-01-24 08:20:00,2025-01-24 09:38:14.056651,2025-01-24 08:25:25.372081,2025-01-24 09:44:58.586510,5.4,6.7,0,False,,False,355,78.2,22.3,9.6,109,97,0.89,92.06
52997,20250124,DL1859,291,RDU,SEA,119,842,149,2025-01-24 12:45:00,2025-01-24 18:19:10.650131,2025-01-24 12:40:00,2025-01-24 18:11:24.366927,-5,-7.8,0,False,,False,2349,334.2,16.9,10.9,180,134,0.744,342.69
52998,20250124,DL4412,370,TPA,SEA,122,595,280,2025-01-24 18:20:00,2025-01-25 00:18:43.972864,2025-01-24 18:35:34.680387,2025-01-25 00:31:55.525374,15.6,13.2,5,False,,False,2517,358.7,20.7,9.7,180,145,0.806,365.07
52999,20250124,DL3969,180,LAX,CVG,130,842,592,2025-01-24 07:05:00,2025-01-24 11:40:35.833557,2025-01-24 07:00:00,2025-01-24 11:39:04.698261,-5,-1.5,0,False,,False,1896,275.6,22.0,6.3,211,153,0.725,280.77
53000,20250124,DL2376,212,LGA,SEA,129,474,796,2025-01-24 20:20:00,2025-01-25 01:56:22.964315,2025-01-24 21:05:56.405083,2025-01-25 02:52:27.325705,45.9,56.1,5,False,,False,2406,336.4,14.4,8.1,211,190,0.9,327.7
53001,20250124,DL3690,301,SEA,AUS,94,450,288,2025-01-24 06:00:00,2025-01-24 10:20:46.942411,2025-01-24 05:56:04.190875,2025-01-24 10:23:45.022045,-3.9,3.0,0,False,,False,1769,260.8,19.2,10.9,160,114,0.713,242.77
53002,20250124,DL3416,133,IAH,ATL,162,183,64,2025-01-24 17:05:00,2025-01-24 19:05:14.642570,2025-01-24 17:08:55.192969,2025-01-24 19:19:50.702305,3.9,14.6,0,False,,False,688,120.2,21.5,9.0,76,50,0.658,134.78
53003,20250124,DL4502,46,CLT,ATL,162,631,180,2025-01-24 14:00:00,2025-01-24 14:57:57.288834,2025-01-24 13:56:03.174083,2025-01-24 14:43:23.619126,-3.9,-14.6,0,False,,False,226,58.0,16.7,11.8,76,47,0.618,72.55
53004,20250124,DL2766,337,SLC,AUS,84,300,97,2025-01-24 19:55:00,2025-01-24 22:53:13.625338,2025-01-24 19:53:07.835428,2025-01-24 22:59:19.798812,-1.9,6.1,0,False,,False,1085,178.2,25.8,10.9,192,169,0.88,168.96
53005,20250124,DL2999,272,PHL,ATL,4,639,679,2025-01-24 08:05:00,2025-01-24 10:03:14.190386,2025-01-24 08:09:17.793998,2025-01-24 10:02:58.361471,4.3,-0.3,0,False,,False,666,118.2,22.1,9.3,109,81,0.743,144.13
53006,20250124,DL2153,274,PHL,JFK,25,798,685,2025-01-24 21:45:00,2025-01-24 22:21:48.440990,2025-01-24 21:43:06.527731,2025-01-24 22:19:02.212023,-1.9,-2.8,0,False,,False,94,36.8,12.9,11.6,126,103,0.817,63.84
53007,20250124,DL4049,20,ATL,ORD,51,312,287,2025-01-24 07:10:00,2025-01-24 08:51:09.314322,2025-01-24 07:14:58.432142,2025-01-24 08:56:26.211603,5.0,5.3,0,False,,False,606,101.2,14.8,7.3,150,122,0.813,113.71
53008,20250124,DL3663,110,DTW,SLC,46,580,2,2025-01-24 18:30:00,2025-01-24 22:05:55.494705,2025-01-24 18:30:22.186694,2025-01-24 22:18:25.868398,0.4,12.5,0,False,,False,1478,215.9,16.9,6.3,150,122,0.813,217.82
53009,20250124,DL2948,18,ATL,MIA,38,798,752,2025-01-24 17:25:00,2025-01-24 19:18:32.547377,2025-01-24 17:35:54.247228,2025-01-24 19:28:36.095474,10.9,10.1,2,False,,False,596,113.5,24.7,11.1,126,86,0.683,111.39
53010,20250124,DL2959,190,LAX,LAS,23,230,285,2025-01-24 20:25:00,2025-01-24 21:20:53.303219,2025-01-24 20:30:03.812169,2025-01-24 21:13:57.110755,5.1,-6.9,0,False,,False,236,55.9,12.5,12.6,130,100,0.769,75.35
53011,20250124,DL2194,60,DCA,ATL,50,221,280,2025-01-24 07:25:00,2025-01-24 09:01:49.240865,2025-01-24 09:04:10.207923,2025-01-24 10:56:27.087139,99.2,114.6,1,False,,False,547,96.8,12.5,13.0,150,106,0.707,124.95
53012,20250124,DL1992,178,LAX,BOS,115,257,93,2025-01-24 06:45:00,2025-01-24 12:51:24.196787,2025-01-24 06:48:54.055961,2025-01-24 13:03:16.580186,3.9,11.9,0,False,,False,2605,366.4,13.4,13.2,180,136,0.756,321.11
53013,20250124,DL1712,283,PHX,MSP,88,494,27,2025-01-24 11:35:00,2025-01-24 14:48:54.235442,2025-01-24 12:29:31.193726,2025-01-24 15:54:31.228175,54.5,65.6,1,False,,False,1275,193.9,15.1,12.5,160,131,0.819,211.34
53014,20250124,DL3671,325,SEA,SAN,13,326,348,2025-01-24 19:15:00,2025-01-24 21:55:22.199995,2025-01-24 19:10:48.882334,2025-01-24 21:50:08.607512,-4.2,-5.2,0,False,,False,1052,160.4,17.1,6.1,130,116,0.892,180.89
53015,20250124,DL1693,331,SFO,JFK,130,580,606,2025-01-24 18:15:00,2025-01-25 00:16:13.230393,2025-01-24 18:18:45.104028,2025-01-25 00:12:19.908540,3.8,-3.9,0,False,,False,2580,361.2,14.6,10.1,211,161,0.763,385.21
53016,20250124,DL3606,295,SAN,JFK,123,221,652,2025-01-24 13:15:00,2025-01-24 18:58:55.259252,2025-01-24 13:14:44.750142,2025-01-24 18:59:25.549507,-0.3,0.5,0,False,,False,2441,343.9,15.3,10.3,180,150,0.833,343.15
53017,20250124,DL3309,52,CLT,SLC,93,697,418,2025-01-24 13:20:00,2025-01-24 17:38:04.887685,2025-01-24 13:21:02.929540,2025-01-24 17:43:58.867861,1.0,5.9,0,False,,False,1723,258.1,22.9,10.4,160,118,0.738,262.84
53018,20250125,DL1675,230,MSP,AUS,109,205,500,2025-01-25 08:50:00,2025-01-25 11:34:29.671931,2025-01-25 08:46:44.040295,2025-01-25 11:35:16.478609,-3.3,0.8,0,False,,False,1043,164.5,16.4,12.0,178,120,0.674,165.67
53019,20250125,DL1803,243,MSP,LAS,107,494,652,2025-01-25 09:20:00,2025-01-25 12:44:47.532633,2025-01-25 11:17:54.888839,2025-01-25 14:47:10.816174,117.9,122.4,1,False,,False,1297,204.8,20.8,14.8,178,133,0.747,222.18
53020,20250125,DL3760,271,PDX,SLC,135,604,729,2025-01-25 21:30:00,2025-01-25 23:28:09.027704,2025-01-25 21:44:55.093165,2025-01-25 23:48:30.342123,14.9,20.4,5,False,,False,628,118.2,25.5,10.8,76,56,0.737,129.32
53021,20250125,DL4305,47,CLT,DTW,25,754,656,2025-01-25 12:10:00,2025-01-25 13:39:57.589478,2025-01-25 12:10:48.093789,2025-01-25 13:24:57.589478,0.8,-15,0,False,,False,501,90.0,16.3,8.3,126,86,0.683,107.92
