maintenance_id,aircraft_id,maintenance_date,maintenance_type,cost_usd,downtime_hours,performed_at_hub,technician_count
2555,84,2025-04-10,Avionics Update,75453.64,48.0,False,3
2556,13,2023-04-19,Unscheduled Repair,60939.99,15.9,True,8
2557,44,2025-05-21,B-Check,30885.43,26.0,True,3
2558,10,2023-12-08,A-Check (Routine),5602.69,7.9,True,7
2559,140,2023-03-29,Unscheduled Repair,46344.9,23.0,True,1
2560,61,2024-03-21,A-Check (Routine),11403.14,9.1,True,7
2561,6,2025-03-11,A-Check (Routine),4024.1,8.5,True,6
2562,33,2024-11-15,A-Check (Routine),7411.55,4.8,True,5
2563,55,2024-11-22,D-Check (Heavy),1155484.29,646.6,True,7
2564,141,2025-04-16,Unscheduled Repair,51592.33,26.2,False,1
2565,126,2023-07-14,C-Check,282495.94,237.7,True,6
2566,20,2024-08-17,Avionics Update,90420.21,60.9,True,1
2567,76,2023-12-24,Unscheduled Repair,51196.75,2.2,False,8
2568,23,2025-09-14,Unscheduled Repair,77390.55,15.2,True,8
2569,90,2023-11-18,A-Check (Routine),11432.83,7.2,True,3
2570,85,2024-11-07,A-Check (Routine),3292.96,4.4,True,7
2571,15,2024-11-28,Avionics Update,42994.47,42.4,True,8
2572,34,2025-12-23,A-Check (Routine),8345.31,9.6,True,8
2573,20,2025-09-16,B-Check,17561.81,28.4,True,3
2574,46,2025-01-16,Unscheduled Repair,22358.9,22.9,True,6
2575,110,2023-09-13,A-Check (Routine),3444.44,5.6,True,1
2576,54,2024-07-07,A-Check (Routine),11866.67,4.1,True,1
2577,31,2025-03-31,Unscheduled Repair,67377.58,9.5,True,3
2578,81,2023-01-05,C-Check,319265.09,216.7,True,1
2579,10,2024-09-26,C-Check,219308.75,201.1,True,7
2580,72,2023-09-11,A-Check (Routine),11356.59,9.5,True,3
2581,21,2024-05-25,Engine Overhaul,1187492.9,205.4,True,5
2582,65,2025-12-30,A-Check (Routine),4628.14,6.8,False,4
2583,15,2024-05-28,A-Check (Routine),5051.88,11.7,True,4
2584,95,2025-08-20,B-Check,16265.95,16.2,True,6
2585,112,2023-10-04,D-Check (Heavy),1811105.88,821.2,True,2
2586,74,2025-01-16,Avionics Update,114679.21,79.1,True,5
2587,105,2023-08-14,A-Check (Routine),6192.35,10.9,True,4
2588,48,2023-02-23,B-Check,33651.98,20.2,True,8
2589,79,2025-09-02,A-Check (Routine),11504.78,7.3,True,4
2590,160,2025-06-28,Unscheduled Repair,6682.79,9.0,False,3
2591,56,2023-08-13,A-Check (Routine),10939.57,7.5,True,8
2592,97,2023-12-09,Unscheduled Repair,15609.92,20.5,False,3
2593,34,2023-03-20,A-Check (Routine),5974.05,4.5,True,7
2594,79,2023-07-28,B-Check,19464.93,28.7,True,1
2595,81,2025-03-12,A-Check (Routine),7349.15,8.1,True,7
2596,127,2024-08-17,A-Check (Routine),9425.81,7.4,True,2
2597,145,2025-12-02,B-Check,23123.41,35.3,True,4
2598,69,2025-08-28,B-Check,30606.78,18.6,True,8
2599,138,2024-08-08,A-Check (Routine),11041.41,4.9,True,1
2600,81,2024-06-11,Unscheduled Repair,60865.28,41.9,False,5
2601,145,2023-01-03,B-Check,18815.27,35.0,True,5
2602,16,2024-10-13,C-Check,379012.78,257.0,True,2
2603,67,2023-08-22,A-Check (Routine),4169.76,9.9,True,7
2604,148,2025-05-14,C-Check,257411.52,124.5,False,4
2605,36,2023-11-16,B-Check,23675.18,31.7,True,8
2606,137,2023-09-02,Unscheduled Repair,29491.11,45.3,True,7
2607,112,2023-10-12,C-Check,289092.86,137.4,True,4
2608,118,2023-07-11,Unscheduled Repair,60761.28,20.5,False,8
2609,159,2025-06-24,Unscheduled Repair,84441.39,37.0,False,8
2610,23,2025-03-21,A-Check (Routine),5625.18,6.9,True,7
2611,134,2025-07-11,A-Check (Routine),9730.17,9.4,True,3
2612,7,2025-06-22,C-Check,192975.74,240.4,False,5
2613,140,2023-11-07,A-Check (Routine),4463.18,10.1,True,8
2614,16,2025-11-26,Unscheduled Repair,60089.68,4.6,False,4
2615,162,2024-06-28,A-Check (Routine),8641.11,5.9,True,1
2616,69,2023-06-07,D-Check (Heavy),1860480.51,867.7,True,4
2617,29,2024-05-16,A-Check (Routine),10351.01,6.6,False,1
2618,56,2025-01-16,A-Check (Routine),8424.81,10.5,False,6
2619,156,2023-06-24,Avionics Update,102290.32,57.4,True,2
2620,13,2023-05-11,A-Check (Routine),11332.86,4.8,False,5
2621,71,2025-09-21,A-Check (Routine),3111.54,8.3,True,3
2622,66,2023-05-31,A-Check (Routine),6148.61,6.3,True,1
2623,50,2024-08-07,Avionics Update,30110.0,78.5,True,5
2624,22,2023-06-26,A-Check (Routine),4530.29,10.2,True,4
2625,76,2024-02-02,C-Check,157322.71,169.0,True,5
2626,4,2023-01-19,C-Check,259555.79,212.7,False,4
2627,164,2023-10-04,Engine Overhaul,961514.53,454.4,True,3
2628,40,2025-03-14,A-Check (Routine),5259.32,7.6,True,1
2629,57,2024-01-07,D-Check (Heavy),1942868.26,514.0,False,5
2630,42,2023-10-20,Unscheduled Repair,50818.8,23.3,True,1
2631,151,2024-02-29,B-Check,12155.55,32.7,True,6
2632,122,2024-04-28,Avionics Update,65831.9,66.6,True,8
2633,60,2023-01-11,A-Check (Routine),3056.08,7.7,False,1
2634,15,2025-01-18,Unscheduled Repair,72663.26,29.9,True,6
2635,100,2024-05-01,A-Check (Routine),5185.44,11.3,True,2
2636,62,2025-08-26,Avionics Update,23606.61,44.1,True,3
2637,6,2024-06-01,Unscheduled Repair,53158.88,19.0,True,5
2638,93,2024-08-24,C-Check,438274.91,188.5,True,8
2639,121,2025-03-28,A-Check (Routine),4415.77,6.0,True,5
2640,5,2025-09-10,B-Check,30407.52,29.6,True,4
2641,70,2025-12-30,Unscheduled Repair,44474.29,25.4,True,2
2642,97,2023-10-04,A-Check (Routine),10482.79,10.9,True,1
2643,49,2025-01-02,C-Check,234552.33,234.1,True,7
2644,132,2023-12-21,A-Check (Routine),5118.99,11.6,True,6
2645,29,2025-11-22,B-Check,14827.62,32.7,False,8
2646,90,2024-02-07,A-Check (Routine),7943.12,11.6,True,5
2647,149,2025-02-11,A-Check (Routine),4738.5,11.7,True,8
2648,78,2025-03-02,A-Check (Routine),8113.14,9.0,True,3
2649,95,2025-09-08,A-Check (Routine),10711.85,8.9,False,2
2650,32,2025-11-07,Engine Overhaul,717614.08,456.7,True,3
2651,59,2023-01-08,A-Check (Routine),11160.34,7.1,True,7
2652,118,2025-09-01,Unscheduled Repair,76594.77,18.6,True,1
2653,16,2023-02-11,C-Check,404955.03,135.4,False,4
2654,28,2024-05-15,A-Check (Routine),6774.6,7.1,False,4
2655,50,2024-05-16,A-Check (Routine),11190.4,11.1,True,5
2656,65,2024-10-10,D-Check (Heavy),1069106.46,704.2,True,8
2657,61,2025-04-11,D-Check (Heavy),2360737.35,407.3,True,2
2658,102,2024-08-02,A-Check (Routine),9918.31,8.4,True,1
2659,95,2023-02-15,Unscheduled Repair,77223.56,12.2,False,2
2660,13,2025-12-30,C-Check,415417.5,294.2,True,5
2661,31,2024-12-16,A-Check (Routine),10107.02,7.5,True,6
2662,142,2024-09-22,B-Check,24272.23,31.4,False,3
2663,16,2025-02-26,Engine Overhaul,811355.83,246.8,True,6
2664,143,2023-03-02,Avionics Update,115369.1,33.9,True,3
2665,95,2024-02-18,C-Check,346129.49,140.6,True,4
2666,21,2023-06-17,Unscheduled Repair,44842.41,31.7,True,5
2667,106,2023-01-09,A-Check (Routine),9922.84,10.7,True,4
2668,39,2023-07-17,A-Check (Routine),7655.51,8.7,False,2
2669,87,2023-02-20,B-Check,18403.18,26.2,True,1
2670,136,2024-05-02,A-Check (Routine),11405.2,8.5,True,4
2671,116,2024-05-26,A-Check (Routine),11785.42,10.5,True,7
2672,15,2024-01-10,B-Check,15814.15,12.6,True,2
2673,10,2024-07-14,A-Check (Routine),11958.4,6.6,True,7
2674,87,2023-09-14,Unscheduled Repair,15200.55,42.7,True,6
2675,12,2023-12-28,A-Check (Routine),5182.41,4.5,False,1
2676,79,2024-05-02,Avionics Update,62158.54,26.0,True,3
2677,161,2024-07-19,Unscheduled Repair,83073.49,42.7,True,5
2678,151,2024-12-22,A-Check (Routine),4366.41,4.7,False,5
2679,30,2025-11-07,C-Check,296458.09,278.7,True,3
2680,2,2025-05-16,C-Check,425535.62,224.3,True,8
2681,5,2025-12-03,A-Check (Routine),9586.05,4.9,True,7
2682,71,2024-09-07,A-Check (Routine),4403.59,8.3,True,6
2683,126,2024-09-22,Avionics Update,73704.35,62.2,False,8
2684,104,2023-01-19,D-Check (Heavy),1425807.31,457.9,True,3
2685,121,2025-03-05,B-Check,33045.46,16.1,True,3
2686,16,2024-05-11,A-Check (Routine),11776.83,4.8,False,7
2687,48,2024-05-19,C-Check,323431.87,136.9,False,8
2688,153,2025-12-19,Avionics Update,30003.3,76.9,False,7
2689,50,2023-04-16,B-Check,16081.84,26.7,True,4
2690,20,2025-07-03,A-Check (Routine),4886.06,8.6,True,5
2691,99,2025-01-07,B-Check,19765.03,12.9,True,7
2692,83,2025-04-25,A-Check (Routine),8975.46,7.9,True,5
2693,161,2024-07-30,A-Check (Routine),3233.22,8.7,False,8
2694,94,2023-12-04,B-Check,24195.4,34.6,True,6
2695,112,2024-05-01,A-Check (Routine),7663.69,7.8,True,8
2696,13,2024-03-31,C-Check,226812.5,262.3,True,5
2697,2,2024-10-22,B-Check,31706.91,20.9,False,2
2698,110,2025-01-26,A-Check (Routine),4048.56,9.5,True,1
2699,15,2025-09-14,Avionics Update,48212.26,38.3,True,5
2700,39,2024-05-30,A-Check (Routine),9246.77,9.1,True,3
2701,47,2024-08-19,Avionics Update,76237.15,43.7,True,1
2702,150,2024-07-20,A-Check (Routine),3319.99,9.0,False,7
2703,154,2025-09-20,Engine Overhaul,518862.13,272.4,True,3
2704,34,2023-09-29,A-Check (Routine),10784.41,11.5,True,7
2705,117,2023-09-18,A-Check (Routine),6511.29,10.7,True,7
2706,60,2024-07-13,A-Check (Routine),5913.18,10.4,True,1
2707,18,2024-05-19,C-Check,171614.14,125.7,True,2
2708,129,2025-02-24,Unscheduled Repair,9660.56,38.1,True,8
2709,145,2025-04-13,A-Check (Routine),7774.17,7.9,True,3
2710,78,2024-08-20,Engine Overhaul,426990.58,495.2,False,1
2711,102,2024-06-20,A-Check (Routine),9311.88,11.8,True,3
2712,64,2025-09-07,A-Check (Routine),10672.8,5.5,True,3
2713,31,2024-02-03,Unscheduled Repair,46443.17,30.5,False,6
2714,12,2024-12-16,Unscheduled Repair,87170.9,45.5,False,6
2715,131,2023-08-26,Unscheduled Repair,10651.59,35.6,False,6
2716,164,2024-09-19,A-Check (Routine),9211.51,11.0,True,3
2717,78,2025-11-10,Avionics Update,108563.0,71.2,True,3
2718,137,2023-11-16,A-Check (Routine),11003.83,7.3,True,5
2719,129,2024-06-12,B-Check,27013.36,21.7,False,5
2720,39,2023-03-03,Engine Overhaul,449426.07,551.1,True,7
2721,11,2023-10-17,A-Check (Routine),10032.09,10.2,True,7
2722,160,2025-06-15,C-Check,345749.27,288.8,True,4
2723,56,2023-06-20,A-Check (Routine),5979.19,12.0,True,4
2724,116,2024-05-15,Unscheduled Repair,5104.12,33.3,False,5
2725,4,2025-11-16,Engine Overhaul,488337.15,250.3,True,6
2726,56,2024-05-16,A-Check (Routine),10367.09,8.2,False,5
2727,59,2025-12-15,B-Check,17962.17,29.6,True,6
2728,59,2025-02-02,A-Check (Routine),11232.04,9.0,True,2
2729,142,2025-10-23,Unscheduled Repair,60439.58,11.6,True,1
2730,128,2024-06-28,B-Check,16127.7,13.1,True,2
2731,46,2024-01-12,C-Check,437093.13,229.7,True,6
2732,87,2025-07-06,Unscheduled Repair,38480.86,30.9,False,1
2733,3,2023-08-25,A-Check (Routine),10077.2,7.2,True,7
2734,116,2023-09-18,A-Check (Routine),4666.02,11.4,True,1
2735,17,2024-04-30,Unscheduled Repair,78277.17,20.7,False,1
2736,134,2024-09-28,B-Check,16076.23,35.7,True,3
2737,49,2024-12-05,B-Check,15799.91,35.1,True,4
2738,80,2024-12-20,Unscheduled Repair,52994.93,8.0,True,3
2739,14,2025-08-18,C-Check,225383.54,242.8,True,4
2740,138,2024-10-13,A-Check (Routine),8635.81,8.1,True,1
2741,56,2024-06-24,C-Check,186455.35,219.9,True,7
2742,162,2025-05-11,A-Check (Routine),10754.65,9.4,True,2
2743,87,2024-03-12,A-Check (Routine),4026.57,9.9,True,5
2744,42,2025-01-11,C-Check,447645.12,129.3,True,5
2745,127,2025-06-26,C-Check,209125.42,263.5,True,2
2746,129,2024-04-03,Unscheduled Repair,50965.28,28.3,True,1
2747,10,2024-07-19,Avionics Update,17677.25,42.4,True,7
2748,50,2023-10-25,A-Check (Routine),10930.32,6.4,True,4
2749,87,2024-03-12,Unscheduled Repair,18671.79,31.6,False,3
2750,16,2023-09-21,B-Check,18007.96,14.9,True,7
2751,105,2023-05-21,Engine Overhaul,1121452.97,362.2,True,2
2752,85,2025-06-04,C-Check,381257.23,201.6,True,4
2753,144,2025-04-18,A-Check (Routine),10970.62,11.1,False,7
2754,139,2025-01-24,Unscheduled Repair,45279.06,31.0,True,3
2755,150,2025-10-20,A-Check (Routine),6444.9,7.0,True,5
2756,124,2024-05-08,Unscheduled Repair,43131.56,13.1,True,4
2757,66,2023-08-19,A-Check (Routine),11487.86,11.4,True,7
2758,45,2023-05-31,B-Check,34473.73,25.5,True,6
2759,49,2024-05-01,C-Check,320604.72,210.0,True,1
2760,93,2024-10-18,Unscheduled Repair,75923.06,47.5,False,4
2761,138,2024-01-11,B-Check,11358.25,19.7,True,6
2762,103,2025-09-19,A-Check (Routine),7917.48,5.5,False,7
2763,10,2024-07-12,A-Check (Routine),4496.39,10.4,True,1
2764,12,2024-08-31,Unscheduled Repair,66838.51,42.3,True,6
2765,2,2024-08-01,C-Check,225827.41,166.3,False,3
2766,162,2025-04-13,D-Check (Heavy),1811118.04,492.5,True,1
2767,102,2024-07-26,Avionics Update,74430.15,40.3,True,7
2768,145,2024-07-19,B-Check,10102.87,26.1,True,5
2769,61,2023-08-13,A-Check (Routine),11374.95,6.1,True,2
2770,150,2023-10-07,Engine Overhaul,603119.62,466.1,False,5
2771,106,2023-05-22,Unscheduled Repair,85740.87,32.0,True,3
2772,41,2024-01-29,Avionics Update,38530.87,43.9,True,6
2773,78,2025-11-30,Engine Overhaul,991680.92,281.6,True,5
2774,102,2024-12-19,Unscheduled Repair,5944.71,14.8,True,2
2775,38,2023-06-24,A-Check (Routine),10976.48,6.4,True,3
2776,59,2024-02-17,Avionics Update,89556.83,65.0,True,1
2777,159,2023-05-19,C-Check,322161.9,294.2,True,2
2778,156,2025-03-26,A-Check (Routine),5276.1,10.7,False,7
2779,159,2025-05-21,A-Check (Routine),6062.98,11.0,True,6
2780,28,2024-08-04,Unscheduled Repair,27698.47,2.4,False,7
2781,6,2024-08-17,Unscheduled Repair,14192.17,42.2,True,5
2782,40,2025-02-13,Unscheduled Repair,48002.93,31.2,True,8
2783,148,2024-02-02,A-Check (Routine),8540.51,6.7,True,7
2784,19,2024-08-28,B-Check,30330.96,20.4,True,5
2785,2,2023-03-20,Engine Overhaul,706611.85,463.4,True,8
2786,45,2023-10-13,Engine Overhaul,621482.64,231.0,True,1
2787,80,2024-04-03,B-Check,14815.8,22.6,True,2
2788,122,2025-09-15,A-Check (Routine),5049.59,4.8,True,1
2789,28,2023-10-30,C-Check,345843.93,219.1,True,1
2790,136,2024-07-01,Unscheduled Repair,45485.07,24.0,True,2
2791,82,2024-04-08,B-Check,32366.77,28.0,True,4
2792,48,2025-10-12,A-Check (Routine),9039.36,10.5,True,4
2793,123,2025-07-18,Unscheduled Repair,78909.54,41.2,False,2
2794,17,2024-09-10,Unscheduled Repair,51832.23,27.3,True,1
2795,139,2023-12-06,Engine Overhaul,858435.37,396.0,True,2
2796,3,2025-09-19,C-Check,262659.83,181.4,False,8
2797,104,2024-09-26,A-Check (Routine),10890.75,7.4,True,8
2798,75,2023-10-28,A-Check (Routine),3754.95,10.5,False,4
2799,51,2024-04-12,Unscheduled Repair,77823.27,11.7,True,8
2800,66,2025-01-09,Avionics Update,93062.14,74.6,True,4
2801,5,2024-09-08,Unscheduled Repair,33553.92,12.0,True,2
2802,89,2025-04-18,A-Check (Routine),8465.15,11.0,True,8
2803,37,2023-12-14,Avionics Update,21948.12,41.0,True,2
2804,112,2025-02-23,A-Check (Routine),6844.0,10.6,True,3
2805,137,2023-06-27,A-Check (Routine),3523.27,7.1,True,1
2806,56,2024-10-21,Unscheduled Repair,54929.59,42.8,False,8
2807,149,2024-05-28,Unscheduled Repair,87877.39,14.5,True,7
2808,14,2023-11-07,B-Check,34370.79,15.9,True,7
2809,91,2025-07-12,Unscheduled Repair,80017.05,12.6,True,1
2810,144,2023-04-29,B-Check,18776.96,20.4,True,5
2811,113,2024-07-03,A-Check (Routine),3179.66,6.0,False,2
2812,93,2024-04-05,C-Check,409387.24,137.6,True,8
2813,6,2025-12-30,Unscheduled Repair,71667.86,40.0,True,7
2814,126,2023-04-27,A-Check (Routine),7465.51,9.7,True,8
2815,34,2023-08-14,B-Check,13878.33,23.7,True,5
2816,39,2025-09-29,A-Check (Routine),9783.88,9.6,True,1
2817,138,2024-07-27,A-Check (Routine),7635.87,7.3,True,1
2818,112,2023-01-21,A-Check (Routine),9939.31,8.2,False,7
2819,42,2023-11-18,A-Check (Routine),6113.24,8.9,False,3
2820,52,2023-09-12,Unscheduled Repair,60603.02,18.2,True,5
2821,155,2025-11-13,A-Check (Routine),9661.03,10.1,True,5
2822,74,2024-08-19,A-Check (Routine),4853.36,6.9,True,2
2823,130,2025-03-20,B-Check,33007.42,14.6,True,1
2824,86,2024-01-27,Unscheduled Repair,74485.64,34.0,True,6
2825,129,2023-05-04,A-Check (Routine),11678.42,5.5,True,8
2826,22,2024-06-11,C-Check,267802.56,184.4,True,4
2827,18,2024-05-28,Engine Overhaul,478356.09,228.0,True,1
2828,70,2024-02-12,Engine Overhaul,1030371.35,540.0,True,5
2829,143,2024-06-17,Unscheduled Repair,42089.66,35.4,True,3
2830,135,2024-12-25,A-Check (Routine),4259.14,8.1,True,5
2831,120,2025-08-25,Engine Overhaul,624353.78,200.7,False,3
2832,37,2023-12-31,B-Check,17707.09,28.3,True,2
2833,162,2025-12-22,A-Check (Routine),10790.24,11.4,True,4
2834,91,2025-10-13,Engine Overhaul,959641.99,402.9,False,5
2835,38,2025-07-07,B-Check,23133.1,29.3,True,5
2836,8,2024-12-20,A-Check (Routine),7698.13,11.6,True,4
2837,37,2024-01-14,Unscheduled Repair,8332.8,10.0,False,6
2838,79,2023-01-11,B-Check,12170.17,25.2,True,5
2839,9,2025-12-19,B-Check,23732.24,12.5,True,1
2840,166,2023-03-26,D-Check (Heavy),1508826.77,761.6,True,4
2841,130,2023-02-27,B-Check,27931.03,15.0,True,1
2842,104,2023-08-24,A-Check (Routine),9795.77,5.3,True,8
2843,85,2025-05-06,C-Check,243601.79,213.0,True,6
2844,6,2024-04-08,A-Check (Routine),7007.1,9.2,False,7
2845,74,2025-10-26,Avionics Update,113195.34,65.8,True,2
2846,9,2025-03-17,C-Check,300010.21,236.9,False,4
2847,12,2024-10-10,Unscheduled Repair,3106.26,43.6,True,7
2848,57,2025-01-31,B-Check,18478.93,14.9,True,3
2849,31,2024-01-14,C-Check,364008.37,281.9,True,6
2850,162,2023-02-13,B-Check,14552.5,13.6,False,4
2851,1,2024-07-23,A-Check (Routine),9906.07,6.6,True,4
2852,58,2024-09-04,Unscheduled Repair,34855.23,29.8,True,8
2853,63,2023-06-05,A-Check (Routine),5655.66,9.8,True,5
2854,35,2024-10-22,B-Check,28587.05,21.1,True,1
2855,29,2024-05-29,Engine Overhaul,902643.43,219.2,False,4
2856,84,2025-01-07,A-Check (Routine),9117.38,7.8,True,2
2857,157,2025-09-27,D-Check (Heavy),2046969.14,564.5,True,8
2858,78,2023-08-28,Unscheduled Repair,62917.92,3.8,True,1
2859,159,2023-12-08,Unscheduled Repair,72248.97,17.7,True,8
2860,87,2024-03-15,A-Check (Routine),6459.22,5.4,True,3
2861,37,2025-02-05,B-Check,19096.1,23.2,False,8
2862,6,2023-11-18,A-Check (Routine),9902.69,7.3,True,7
2863,131,2024-12-03,A-Check (Routine),9774.35,7.0,True,8
2864,44,2023-07-22,B-Check,26919.95,24.3,True,1
2865,115,2023-09-10,B-Check,31323.29,34.8,True,5
2866,90,2024-09-05,B-Check,19126.54,26.4,True,1
2867,98,2023-05-08,Avionics Update,20311.19,38.2,True,5
2868,108,2025-10-11,Engine Overhaul,409215.59,227.3,False,5
2869,48,2024-08-09,B-Check,32998.7,34.5,False,2
2870,20,2025-05-01,A-Check (Routine),5347.04,5.2,False,6
2871,33,2025-03-20,B-Check,24703.71,32.9,True,6
2872,4,2024-03-18,C-Check,285306.74,244.3,True,2
2873,92,2025-08-21,Unscheduled Repair,28081.86,28.5,False,5
2874,10,2023-05-22,B-Check,17305.7,15.4,True,7
2875,71,2024-04-22,B-Check,29485.36,27.1,True,4
2876,7,2025-01-31,B-Check,24311.01,35.9,True,4
2877,22,2023-05-29,A-Check (Routine),7492.78,4.1,True,7
2878,104,2023-11-04,B-Check,29860.79,22.9,True,5
2879,24,2023-09-03,Engine Overhaul,412917.85,463.2,False,7
2880,24,2025-06-03,B-Check,28569.19,29.4,True,1
2881,165,2024-05-13,A-Check (Routine),11082.92,9.6,False,7
2882,33,2025-03-13,Unscheduled Repair,9254.88,22.2,False,3
2883,47,2023-08-29,B-Check,26780.86,22.2,True,4
2884,95,2023-09-05,Unscheduled Repair,68736.63,42.6,False,8
2885,68,2025-07-05,A-Check (Routine),6493.97,4.0,True,6
2886,49,2025-06-03,A-Check (Routine),4873.97,9.1,True,8
2887,15,2023-11-17,C-Check,286250.95,142.2,True,3
2888,57,2025-06-13,A-Check (Routine),4656.36,9.1,True,4
2889,34,2025-06-12,B-Check,15519.99,12.1,True,2
2890,139,2025-08-24,A-Check (Routine),5810.56,10.7,True,7
2891,34,2023-07-22,A-Check (Routine),11274.39,5.3,True,3
2892,75,2023-12-16,Engine Overhaul,725377.9,303.8,True,4
2893,88,2023-11-08,B-Check,26628.6,25.8,False,8
2894,32,2025-03-26,C-Check,368192.12,252.6,True,7
2895,4,2023-11-17,Unscheduled Repair,43159.96,25.6,True,8
2896,80,2023-07-07,Engine Overhaul,1120856.78,455.3,True,3
2897,131,2023-05-02,A-Check (Routine),3281.62,11.7,False,1
2898,156,2023-05-04,B-Check,19424.0,31.3,True,4
2899,111,2023-04-22,A-Check (Routine),8270.04,9.5,True,1
2900,148,2025-12-17,Unscheduled Repair,69700.59,40.8,True,8
2901,76,2024-02-10,B-Check,18750.12,16.7,False,6
2902,127,2025-10-03,B-Check,20043.52,17.9,True,7
2903,18,2025-11-17,Unscheduled Repair,10316.89,48.0,False,5
2904,35,2023-10-14,C-Check,214333.16,187.8,True,1
2905,100,2025-08-25,B-Check,19597.82,24.9,True,6
2906,9,2023-05-31,C-Check,218956.6,130.9,True,6
2907,147,2024-03-11,B-Check,27425.04,17.5,True,1
2908,150,2023-04-16,A-Check (Routine),8920.58,8.9,False,5
2909,64,2024-08-30,A-Check (Routine),5780.27,9.9,True,4
2910,151,2025-02-23,Unscheduled Repair,67414.0,37.2,True,1
2911,56,2025-03-17,Unscheduled Repair,66398.28,41.6,True,6
2912,107,2023-07-30,B-Check,23655.89,30.8,True,1
2913,160,2023-05-22,B-Check,14641.2,28.8,True,4
2914,148,2023-01-02,B-Check,16306.11,21.9,True,4
2915,150,2024-12-21,Unscheduled Repair,7024.18,9.7,True,2
2916,8,2025-05-20,A-Check (Routine),10609.2,5.8,True,6
2917,40,2025-01-24,A-Check (Routine),7244.63,7.8,False,6
2918,52,2023-11-02,Engine Overhaul,844135.97,334.0,True,4
2919,7,2024-08-06,Unscheduled Repair,44531.13,14.5,False,4
2920,122,2024-09-30,Unscheduled Repair,21629.4,7.1,True,1
2921,41,2024-03-05,A-Check (Routine),8951.15,5.0,False,8
2922,142,2023-11-08,Unscheduled Repair,23475.85,11.6,True,4
2923,74,2025-11-28,A-Check (Routine),10025.07,11.9,True,4
2924,81,2025-07-11,B-Check,14129.36,24.6,True,7
2925,79,2024-08-27,Avionics Update,48928.61,58.2,True,2
2926,117,2023-02-07,Unscheduled Repair,63356.43,42.9,True,8
2927,5,2023-12-03,B-Check,22865.2,31.8,False,8
2928,32,2023-08-16,Avionics Update,82204.65,39.7,True,4
2929,98,2024-08-31,Engine Overhaul,775936.91,477.1,True,8
2930,116,2025-10-13,C-Check,396292.0,284.0,True,3
2931,3,2025-10-08,Unscheduled Repair,7545.95,21.0,True,1
2932,101,2024-03-06,B-Check,33119.42,29.1,True,4
2933,11,2024-03-02,A-Check (Routine),11194.78,5.0,True,3
2934,74,2025-08-27,B-Check,30957.96,33.4,True,7
2935,127,2024-04-27,C-Check,168238.72,221.5,True,2
2936,9,2024-06-10,B-Check,21708.52,33.2,True,5
2937,136,2025-02-04,Unscheduled Repair,24922.39,46.2,True,6
2938,163,2023-12-12,A-Check (Routine),4828.8,8.7,True,6
2939,90,2025-11-24,Engine Overhaul,1030520.72,436.3,True,1
2940,22,2023-07-10,A-Check (Routine),6913.68,6.1,True,1
2941,154,2023-09-09,A-Check (Routine),11823.28,8.0,True,8
2942,98,2023-07-05,Unscheduled Repair,12079.86,40.2,True,6
2943,39,2023-11-26,A-Check (Routine),4225.94,12.0,False,5
2944,44,2024-06-08,A-Check (Routine),3292.39,4.4,True,4
2945,117,2025-10-01,Unscheduled Repair,8528.86,22.0,True,6
2946,100,2024-03-13,D-Check (Heavy),943860.33,429.9,True,8
2947,105,2023-08-14,B-Check,20084.79,30.7,False,8
2948,111,2025-04-09,Engine Overhaul,490156.42,512.9,True,3
2949,71,2025-06-29,D-Check (Heavy),1694302.46,863.8,False,6
2950,128,2023-02-23,B-Check,29672.37,16.3,True,3
2951,161,2025-01-03,Unscheduled Repair,15462.02,3.0,True,7
2952,71,2023-11-11,A-Check (Routine),6174.69,8.2,False,7
2953,83,2025-11-09,Unscheduled Repair,88609.59,21.6,True,4
2954,105,2023-12-11,A-Check (Routine),5192.25,6.6,True,1
2955,123,2025-01-27,A-Check (Routine),5406.55,11.3,True,4
2956,89,2023-06-22,Unscheduled Repair,15696.18,13.0,False,7
2957,71,2023-09-17,Engine Overhaul,1191692.18,506.5,True,1
2958,58,2024-03-28,A-Check (Routine),4357.77,11.4,False,8
2959,152,2023-01-12,D-Check (Heavy),2320873.5,479.8,True,3
2960,157,2025-07-09,B-Check,17498.09,30.5,False,5
2961,56,2024-12-24,A-Check (Routine),11638.66,10.2,True,5
2962,4,2024-09-04,B-Check,18057.5,31.6,True,5
2963,48,2025-11-05,B-Check,26265.91,27.1,True,3
2964,55,2024-09-02,A-Check (Routine),3302.67,10.9,True,1
2965,146,2023-05-28,Unscheduled Repair,80954.79,46.2,True,6
2966,48,2025-11-12,Unscheduled Repair,72365.05,34.3,True,8
2967,84,2024-07-20,A-Check (Routine),9540.6,4.2,True,7
2968,50,2024-10-21,A-Check (Routine),4992.92,4.1,True,2
2969,11,2023-12-01,Unscheduled Repair,19189.72,28.6,False,4
2970,120,2025-08-03,Unscheduled Repair,81181.99,26.0,True,2
2971,51,2025-09-09,A-Check (Routine),11167.89,4.7,True,3
2972,64,2024-06-10,Unscheduled Repair,73744.02,38.2,True,3
2973,152,2024-06-11,Avionics Update,32787.07,43.2,True,6
2974,129,2025-05-05,C-Check,180710.69,170.3,True,4
2975,61,2025-07-13,C-Check,280767.6,206.8,True,5
2976,119,2025-01-08,B-Check,12295.8,14.8,False,1
